"site","category_2","prop","total","sum"
"24th & Ritner","Alkenes",1.0397125066961037,461.08900000000006,4.793999999999999
"24th & Ritner","Alkylbenzenes",3.723793020436404,461.08900000000006,17.170000000000012
"24th & Ritner","BTEX",34.16889147214528,461.08900000000006,157.54899999999998
"24th & Ritner","Branched Alkanes",39.376779754017136,461.08900000000006,181.56200000000007
"24th & Ritner","C10-C12 Alkanes",2.4919267213054304,461.08900000000006,11.489999999999997
"24th & Ritner","C6-C9 Alkanes",8.417246995699307,461.08900000000006,38.81099999999998
"24th & Ritner","Chlorinated Compounds",4.602799025784611,461.08900000000006,21.223000000000006
"24th & Ritner","Cyclohexanes",6.104895150393958,461.08900000000006,28.149
"24th & Ritner","Ketones",0.07395535352177132,461.08900000000006,0.3410000000000002
"25th & Point Breeze","Alkenes",1.1267373762562012,413.05099999999993,4.654000000000001
"25th & Point Breeze","Alkylbenzenes",3.5320093644610457,413.05099999999993,14.588999999999992
"25th & Point Breeze","BTEX",37.51667469634501,413.05099999999993,154.963
"25th & Point Breeze","Branched Alkanes",37.6057678107546,413.05099999999993,155.33099999999996
"25th & Point Breeze","C10-C12 Alkanes",2.130729619344829,413.05099999999993,8.801000000000007
"25th & Point Breeze","C6-C9 Alkanes",7.63077682901143,413.05099999999993,31.519
"25th & Point Breeze","Chlorinated Compounds",5.38093358931464,413.05099999999993,22.226000000000013
"25th & Point Breeze","Cyclohexanes",4.9838881881414165,413.05099999999993,20.586
"25th & Point Breeze","Ketones",0.09248252637083564,413.05099999999993,0.38200000000000023
"26th & Hartranft","Alkenes",0.9253753881291459,635.7420000000002,5.8829999999999965
"26th & Hartranft","Alkylbenzenes",4.061395975096817,635.7420000000002,25.820000000000014
"26th & Hartranft","BTEX",24.583714777378226,635.7420000000002,156.28899999999993
"26th & Hartranft","Branched Alkanes",43.79732658845887,635.7420000000002,278.4380000000003
"26th & Hartranft","C10-C12 Alkanes",6.757772807207959,635.7420000000002,42.96200000000003
"26th & Hartranft","C6-C9 Alkanes",8.199395352202618,635.7420000000002,52.12699999999998
"26th & Hartranft","Chlorinated Compounds",3.14152596493546,635.7420000000002,19.971999999999998
"26th & Hartranft","Cyclohexanes",8.490393901928769,635.7420000000002,53.97700000000002
"26th & Hartranft","Ketones",0.04309924466214283,635.7420000000002,0.27400000000000013
"28th & Passyunk","Alkenes",1.123841071585385,1182.818490629443,13.293000000000008
"28th & Passyunk","Alkylbenzenes",5.13967278002635,1182.818490629443,60.793000000000006
"28th & Passyunk","BTEX",30.742502157409927,1182.818490629443,363.62800000000004
"28th & Passyunk","Branched Alkanes",40.3747062134028,1182.818490629443,477.55949062944296
"28th & Passyunk","C10-C12 Alkanes",2.8616394035223114,1182.818490629443,33.848
"28th & Passyunk","C6-C9 Alkanes",9.441769881410075,1182.818490629443,111.67899999999999
"28th & Passyunk","Chlorinated Compounds",1.7584270253444978,1182.818490629443,20.799
"28th & Passyunk","Cyclohexanes",8.536051879462116,1182.818490629443,100.96600000000001
"28th & Passyunk","Ketones",0.021389587836538205,1182.818490629443,0.2530000000000001
"28th & Point Breeze","Alkenes",1.0299718059776595,455.06100000000015,4.6869999999999985
"28th & Point Breeze","Alkylbenzenes",3.761034234970693,455.06100000000015,17.11499999999999
"28th & Point Breeze","BTEX",34.847196309945275,455.06100000000015,158.5760000000001
"28th & Point Breeze","Branched Alkanes",38.79699644663022,455.06100000000015,176.54999999999998
"28th & Point Breeze","C10-C12 Alkanes",2.4478037010422753,455.06100000000015,11.138999999999992
"28th & Point Breeze","C6-C9 Alkanes",8.121109038128955,455.06100000000015,36.95600000000002
"28th & Point Breeze","Chlorinated Compounds",4.94527107354838,455.06100000000015,22.504
"28th & Point Breeze","Cyclohexanes",5.97502312876735,455.06100000000015,27.19
"28th & Point Breeze","Ketones",0.07559426098918609,455.06100000000015,0.3440000000000002
"29th & Moore","Alkenes",1.1672252398012248,25.959000000000003,0.303
"29th & Moore","Alkylbenzenes",3.8907507993374164,25.959000000000003,1.01
"29th & Moore","BTEX",39.62402249701452,25.959000000000003,10.286000000000001
"29th & Moore","Branched Alkanes",30.23614160792018,25.959000000000003,7.849000000000001
"29th & Moore","C10-C12 Alkanes",4.245155822643398,25.959000000000003,1.1019999999999999
"29th & Moore","C6-C9 Alkanes",9.969567394737854,25.959000000000003,2.588
"29th & Moore","Chlorinated Compounds",7.319234176971377,25.959000000000003,1.9
"29th & Moore","Cyclohexanes",3.4207789206055694,25.959000000000003,0.8879999999999999
"29th & Moore","Ketones",0.12712354096845024,25.959000000000003,0.033
"31st & Grays Ferry","Alkenes",1.182352543747044,29.602000000000004,0.35000000000000003
"31st & Grays Ferry","Alkylbenzenes",4.327410310114182,29.602000000000004,1.2810000000000001
"31st & Grays Ferry","BTEX",44.77737990676306,29.602000000000004,13.255000000000003
"31st & Grays Ferry","Branched Alkanes",29.126410377677182,29.602000000000004,8.622
"31st & Grays Ferry","C10-C12 Alkanes",2.8444024052428887,29.602000000000004,0.8420000000000001
"31st & Grays Ferry","C6-C9 Alkanes",8.533207215728666,29.602000000000004,2.5260000000000002
"31st & Grays Ferry","Chlorinated Compounds",6.023241672859942,29.602000000000004,1.7830000000000001
"31st & Grays Ferry","Cyclohexanes",3.1045199648672384,29.602000000000004,0.919
"31st & Grays Ferry","Ketones",0.0810756029997973,29.602000000000004,0.024
"61st & Passyunk","Alkenes",1.087685720486967,608.1720000000001,6.614999999999999
"61st & Passyunk","Alkylbenzenes",3.8035292647474725,608.1720000000001,23.132
"61st & Passyunk","BTEX",38.36858651828758,608.1720000000001,233.347
"61st & Passyunk","Branched Alkanes",38.73427254132054,608.1720000000001,235.57100000000003
"61st & Passyunk","C10-C12 Alkanes",1.5977387975770014,608.1720000000001,9.717000000000004
"61st & Passyunk","C6-C9 Alkanes",8.210835092704038,608.1720000000001,49.936000000000014
"61st & Passyunk","Chlorinated Compounds",3.639924231960695,608.1720000000001,22.137000000000004
"61st & Passyunk","Cyclohexanes",4.471596850890864,608.1720000000001,27.194999999999997
"61st & Passyunk","Ketones",0.08583098202482195,608.1720000000001,0.5220000000000002
"Audenreid School","Alkenes",0.9168370824812543,58.68,0.538
"Audenreid School","Alkylbenzenes",3.2413087934560325,58.68,1.902
"Audenreid School","BTEX",36.990456714383086,58.68,21.705999999999996
"Audenreid School","Branched Alkanes",41.35310156782548,58.68,24.265999999999995
"Audenreid School","C10-C12 Alkanes",1.2559645535105657,58.68,0.7369999999999999
"Audenreid School","C6-C9 Alkanes",8.12031356509884,58.68,4.764999999999999
"Audenreid School","Chlorinated Compounds",4.055896387184731,58.68,2.38
"Audenreid School","Cyclohexanes",3.994546693933197,58.68,2.344
"Audenreid School","Ketones",0.07157464212678936,58.68,0.042
"Bartram’s Garden","Alkenes",1.755584168392767,267.945,4.704
"Bartram’s Garden","Alkylbenzenes",3.4197316613484094,267.945,9.162999999999995
"Bartram’s Garden","BTEX",36.305958312340216,267.945,97.27999999999999
"Bartram’s Garden","Branched Alkanes",35.91184758066021,267.945,96.224
"Bartram’s Garden","C10-C12 Alkanes",2.2747205583235353,267.945,6.094999999999997
"Bartram’s Garden","C6-C9 Alkanes",7.955737184870038,267.945,21.31700000000002
"Bartram’s Garden","Chlorinated Compounds",8.53346768926459,267.945,22.865000000000006
"Bartram’s Garden","Cyclohexanes",3.725018194032358,267.945,9.981000000000002
"Bartram’s Garden","Ketones",0.11793465076788152,267.945,0.31600000000000017
"Carl Moore Health Center","Alkenes",1.0666172003617223,43.127,0.46
"Carl Moore Health Center","Alkylbenzenes",3.4270874394230995,43.127,1.4780000000000002
"Carl Moore Health Center","BTEX",37.303777216129106,43.127,16.088
"Carl Moore Health Center","Branched Alkanes",39.01036473670786,43.127,16.823999999999998
"Carl Moore Health Center","C10-C12 Alkanes",2.0404850789528606,43.127,0.8800000000000001
"Carl Moore Health Center","C6-C9 Alkanes",7.475595334709114,43.127,3.2239999999999998
"Carl Moore Health Center","Chlorinated Compounds",5.532497043615368,43.127,2.386
"Carl Moore Health Center","Cyclohexanes",4.104157488348366,43.127,1.77
"Carl Moore Health Center","Ketones",0.039418461752498433,43.127,0.017
"Crescent Park","Alkenes",0.8116987695677381,31.046000000000003,0.252
"Crescent Park","Alkylbenzenes",3.2113637827739487,31.046000000000003,0.9970000000000002
"Crescent Park","BTEX",35.40230625523418,31.046000000000003,10.991000000000003
"Crescent Park","Branched Alkanes",37.199639244991296,31.046000000000003,11.548999999999998
"Crescent Park","C10-C12 Alkanes",2.000257682149069,31.046000000000003,0.621
"Crescent Park","C6-C9 Alkanes",9.833795013850414,31.046000000000003,3.053
"Crescent Park","Chlorinated Compounds",7.785221928750885,31.046000000000003,2.417
"Crescent Park","Cyclohexanes",3.5205823616568956,31.046000000000003,1.093
"Crescent Park","Ketones",0.23513496102557496,31.046000000000003,0.07300000000000001
"Essington & Mingo","Alkenes",1.2731845812029543,327.21099999999996,4.165999999999999
"Essington & Mingo","Alkylbenzenes",2.9293024989991165,327.21099999999996,9.584999999999997
"Essington & Mingo","BTEX",36.821806112875166,327.21099999999996,120.48499999999994
"Essington & Mingo","Branched Alkanes",39.42288003765157,327.21099999999996,128.99600000000007
"Essington & Mingo","C10-C12 Alkanes",1.8737145144875933,327.21099999999996,6.1309999999999985
"Essington & Mingo","C6-C9 Alkanes",7.96489115585968,327.21099999999996,26.062000000000015
"Essington & Mingo","Chlorinated Compounds",6.37661936793079,327.21099999999996,20.865000000000013
"Essington & Mingo","Cyclohexanes",3.2101610275938155,327.21099999999996,10.504
"Essington & Mingo","Ketones",0.1274407033993357,327.21099999999996,0.41700000000000026
"Finnegan Playground","Alkenes",1.478683650098445,24.886999999999997,0.368
"Finnegan Playground","Alkylbenzenes",4.130670631253265,24.886999999999997,1.028
"Finnegan Playground","BTEX",38.09619480049826,24.886999999999997,9.481
"Finnegan Playground","Branched Alkanes",30.071925101458593,24.886999999999997,7.483999999999999
"Finnegan Playground","C10-C12 Alkanes",5.585245308795757,24.886999999999997,1.39
"Finnegan Playground","C6-C9 Alkanes",9.836460802828787,24.886999999999997,2.448
"Finnegan Playground","Chlorinated Compounds",7.622453489773779,24.886999999999997,1.8970000000000002
"Finnegan Playground","Cyclohexanes",3.1462209185518546,24.886999999999997,0.7829999999999999
"Finnegan Playground","Ketones",0.03214529674127055,24.886999999999997,0.008
"Hartranft & Pietro Wy","Alkenes",0.976776637097578,30.099000000000004,0.29400000000000004
"Hartranft & Pietro Wy","Alkylbenzenes",3.6346722482474507,30.099000000000004,1.0940000000000003
"Hartranft & Pietro Wy","BTEX",33.46622811389083,30.099000000000004,10.073
"Hartranft & Pietro Wy","Branched Alkanes",35.944715771288074,30.099000000000004,10.818999999999999
"Hartranft & Pietro Wy","C10-C12 Alkanes",3.4087511212997113,30.099000000000004,1.0260000000000002
"Hartranft & Pietro Wy","C6-C9 Alkanes",9.352470181733613,30.099000000000004,2.815000000000001
"Hartranft & Pietro Wy","Chlorinated Compounds",5.448686002857237,30.099000000000004,1.6399999999999997
"Hartranft & Pietro Wy","Cyclohexanes",7.717864380876439,30.099000000000004,2.323
"Hartranft & Pietro Wy","Ketones",0.049835542709060106,30.099000000000004,0.015000000000000001
"Morris & Point Breeze","Alkenes",1.0641313591661397,366.8719999999999,3.903999999999999
"Morris & Point Breeze","Alkylbenzenes",3.7574412874244967,366.8719999999999,13.784999999999995
"Morris & Point Breeze","BTEX",37.81100765389565,366.8719999999999,138.71800000000002
"Morris & Point Breeze","Branched Alkanes",35.50666172398002,366.8719999999999,130.26399999999992
"Morris & Point Breeze","C10-C12 Alkanes",3.9032687149741614,366.8719999999999,14.320000000000002
"Morris & Point Breeze","C6-C9 Alkanes",7.73321485422709,366.8719999999999,28.371000000000002
"Morris & Point Breeze","Chlorinated Compounds",5.903966506029352,366.8719999999999,21.66
"Morris & Point Breeze","Cyclohexanes",4.212095771822327,366.8719999999999,15.453000000000001
"Morris & Point Breeze","Ketones",0.10821212848077813,366.8719999999999,0.39700000000000024
"Snyder & Vare","Alkenes",1.0436799381523,36.217999999999996,0.378
"Snyder & Vare","Alkylbenzenes",4.050472140924401,36.217999999999996,1.4669999999999996
"Snyder & Vare","BTEX",34.720304820807335,36.217999999999996,12.575
"Snyder & Vare","Branched Alkanes",32.84278535534817,36.217999999999996,11.895
"Snyder & Vare","C10-C12 Alkanes",4.5198520072891935,36.217999999999996,1.6369999999999998
"Snyder & Vare","C6-C9 Alkanes",9.90943729637197,36.217999999999996,3.589
"Snyder & Vare","Chlorinated Compounds",4.815285217295269,36.217999999999996,1.7440000000000002
"Snyder & Vare","Cyclohexanes",7.973935612126568,36.217999999999996,2.888
"Snyder & Vare","Ketones",0.12424761168479763,36.217999999999996,0.045
"Universal Charter School at Vare","Alkenes",0.8571118585222959,36.867999999999995,0.316
"Universal Charter School at Vare","Alkylbenzenes",3.3335141586199417,36.867999999999995,1.2289999999999999
"Universal Charter School at Vare","BTEX",35.73288488662255,36.867999999999995,13.174
"Universal Charter School at Vare","Branched Alkanes",40.61788000433981,36.867999999999995,14.975
"Universal Charter School at Vare","C10-C12 Alkanes",1.5975914071823811,36.867999999999995,0.5890000000000002
"Universal Charter School at Vare","C6-C9 Alkanes",7.464467831181515,36.867999999999995,2.7520000000000002
"Universal Charter School at Vare","Chlorinated Compounds",6.420201801019855,36.867999999999995,2.367
"Universal Charter School at Vare","Cyclohexanes",3.954649018118694,36.867999999999995,1.458
"Universal Charter School at Vare","Ketones",0.021699034392969517,36.867999999999995,0.008
"Vare & New Hope","Alkenes",1.0439523904514927,30.078000000000003,0.314
"Vare & New Hope","Alkylbenzenes",3.0420905645322174,30.078000000000003,0.9150000000000004
"Vare & New Hope","BTEX",35.610745395305536,30.078000000000003,10.710999999999999
"Vare & New Hope","Branched Alkanes",39.53387858235256,30.078000000000003,11.891000000000004
"Vare & New Hope","C10-C12 Alkanes",1.4728372897134117,30.078000000000003,0.443
"Vare & New Hope","C6-C9 Alkanes",7.816344171819936,30.078000000000003,2.3510000000000004
"Vare & New Hope","Chlorinated Compounds",7.58694062105193,30.078000000000003,2.282
"Vare & New Hope","Cyclohexanes",3.8366912693663138,30.078000000000003,1.154
"Vare & New Hope","Ketones",0.05651971540660948,30.078000000000003,0.017
"Wharton Park","Alkenes",0.9208772567551196,33.012,0.30400000000000005
"Wharton Park","Alkylbenzenes",4.065188416333455,33.012,1.342
"Wharton Park","BTEX",35.79607415485278,33.012,11.817
"Wharton Park","Branched Alkanes",35.91724221495214,33.012,11.857000000000001
"Wharton Park","C10-C12 Alkanes",2.7202229492305836,33.012,0.8980000000000002
"Wharton Park","C6-C9 Alkanes",8.218223676238942,33.012,2.7129999999999996
"Wharton Park","Chlorinated Compounds",8.654428692596634,33.012,2.857
"Wharton Park","Cyclohexanes",3.6441294074881863,33.012,1.203
"Wharton Park","Ketones",0.06361323155216286,33.012,0.021000000000000005
